"TID","EN"
"TID_RESOURCE_FOUNTAIN_BOOST_TOOLTIP","Nectar from your village's Nectar Fountain"
"TID_RESOURCE_FISH_TOOLTIP","Fish from the Fishing Spot"
"TID_RESOURCE_COTTON_TOOLTIP","Cotton from the Cotton Fields"
"TID_RESOURCE_INDIGO_TOOLTIP","Indigo from the Indigo Fields"
"TID_RESOURCE_SUGAR_TOOLTIP","Sugar from the Sugar Fields"
"TID_RESOURCE_SALT_TOOLTIP","Salt from the Salt Fields"
"TID_RESOURCE_SUGARAPPLE_TOOLTIP","Baked Apples from the Valley Bakery"
"TID_RESOURCE_HONEYCOOKIE_TOOLTIP","Honey Cookies from the Valley Bakery"
"TID_RESOURCE_FISHPIE_TOOLTIP","Fish Pies from the Valley Bakery"
"TID_RESOURCE_APPLEPIE_TOOLTIP","Apple Pies from the Valley Bakery"
"TID_RESOURCE_CAKEROYALE_TOOLTIP","Dream Cakes from the Valley Bakery"
"TID_RESOURCE_SALTEDFISH_TOOLTIP","Salted Fish from the Preservery"
"TID_RESOURCE_SALTPOT_TOOLTIP","Salt Pot from the Preservery"
"TID_RESOURCE_HONEYPOT_TOOLTIP","Honey Pot from the Preservery"
"TID_RESOURCE_APPLEJAM_TOOLTIP","Apple Jam from the Preservery"
"TID_RESOURCE_SWEETHERRING_TOOLTIP","Sweet Herring from the Preservery"
"TID_RESOURCE_DYERED_TOOLTIP","Red Dye from the Dye Maker"
"TID_RESOURCE_DYEYELLOW_TOOLTIP","Yellow Dye from the Dye Maker"
"TID_RESOURCE_DYEBLUE_TOOLTIP","Blue Dye from the Dye Maker"
"TID_RESOURCE_DYEGREEN_TOOLTIP","Green Dye from the Dye Maker"
"TID_RESOURCE_DYEORANGE_TOOLTIP","Orange Dye from the Dye Maker"
"TID_RESOURCE_DYEPURPLE_TOOLTIP","Purple Dye from the Dye Maker"
"TID_RESOURCE_DYERAINBOW_TOOLTIP","Rainbow Dye from the Dye Maker"
"TID_RESOURCE_PLUSHIE_TOOLTIP","Plush Toys from the Toy Maker"
"TID_RESOURCE_RUNEGAME_TOOLTIP","Rune Games from the Toy Maker"
"TID_RESOURCE_WOODENDUCK_TOOLTIP","Wooden Ducks from the Toy Maker"
"TID_RESOURCE_MARBLES_TOOLTIP","Marbles from the Toy Maker"
"TID_RESOURCE_WOODENDOLL_TOOLTIP","Wooden Dolls from the Toy Maker"
"TID_RESOURCE_SOCKS_TOOLTIP","Socks from the Tailor"
"TID_RESOURCE_TROUSERS_TOOLTIP","Trousers from the Tailor"
"TID_RESOURCE_HAT_TOOLTIP","Hats from the Tailor"
"TID_RESOURCE_TUNIC_TOOLTIP","Tunics from the Tailor"
"TID_RESOURCE_SHIRT_TOOLTIP","Shirts from the Tailor"
"TID_RESOURCE_DRESS_TOOLTIP","Dresses from the Tailor"
"TID_RESOURCE_JACKET_TOOLTIP","Jackets from the Tailor"
"TID_RESOURCE_RAINBOWSUIT_TOOLTIP","Rainbow Suits from the Tailor"
"TID_RESOURCE_FIGURINE_TOOLTIP","Figurines from the Figurine Workshop"
"TID_RESOURCE_POTTERY_TOOLTIP","Pottery from the Pottery Workshop"
"TID_RESOURCE_STATUETTE_TOOLTIP","Statuettes from the Statue Workshop"
"TID_RESOURCE_APPLEJUICE_TOOLTIP","Apple Juice from the Juice Press"
"TID_RESOURCE_FLOUR_TOOLTIP","Flour from the Windmill"
"TID_RESOURCE_HONEY_TOOLTIP","Honey from Beehives"
"TID_RESOURCE_APPLE_TOOLTIP","Apples from the Apple Grove"
,
"TID_RESOURCE_DIAMONDS_SHOP_INFO","Use Gems to buy resources, decorations and special items that can advance progress"
"TID_RESOURCE_FOOD_SHOP_INFO",
"TID_RESOURCE_TREE_SHOP_INFO",
"TID_RESOURCE_WOOD_SHOP_INFO",
"TID_RESOURCE_PUMPKIN_SHOP_INFO",
"TID_RESOURCE_STONE_SHOP_INFO",
"TID_RESOURCE_SCIENCE_SHOP_INFO",
"TID_RESOURCE_BERRY_SHOP_INFO",
"TID_RESOURCE_MUSHROOM_SHOP_INFO",
"TID_RESOURCE_PLANK_SHOP_INFO",
"TID_RESOURCE_CRATES_SHOP_INFO",
"TID_RESOURCE_EGG_SHOP_INFO","Eggs from the Chicken Coop. Use them for Bakery products or making soup."
"TID_RESOURCE_CLAY_SHOP_INFO","Clay from the Clay Pit. Use it for for construction, pottery and making bricks."
"TID_RESOURCE_BRICK_SHOP_INFO","Bricks from the Brickyard. Use them for building and trading."
"TID_RESOURCE_MANDRAKE_SHOP_INFO","Mandrake is a potion ingredient that helps stabilize other ingredients."
"TID_RESOURCE_ACORN_SHOP_INFO","Acorn is a potion ingredient associated with growth."
"TID_RESOURCE_MOSS_SHOP_INFO","Moss is a potion ingredient associated with wisdom."
"TID_RESOURCE_FOUR_LEAF_CLOVER_SHOP_INFO","Four-Leaf Clover is a potion ingedient associated with luck."
"TID_RESOURCE_RAVEN_FEATHER_SHOP_INFO","The Raven Feather is a potion ingredient associated with swiftness."
"TID_RESOURCE_SEA_SHELL_SHOP_INFO","Sea Shells are potion ingredients associated with endurance. Tradable."
"TID_RESOURCE_COINS_SHOP_INFO","Spend coins to initiate Village and Valley construction. Tradable."
"TID_RESOURCE_WOOL_SHOP_INFO","Wool from the Sheep Pasture. Use it for clothing, toy making and trading."
"TID_RESOURCE_BREAD_SHOP_INFO","Bread from the Valley Bakery. Smells amazing. Trade it or add it to soup."
"TID_RESOURCE_WHEAT_SHOP_INFO","Wheat from the Wheat Field. Used for making flour. Trade it or add it to soup."
"TID_RESOURCE_BERRYPIE_SHOP_INFO","Berry Pies from the Bakery. Scrumptious! Trade it or add it to soup."
"TID_RESOURCE_BERRYCAKE_SHOP_INFO","Berry Cakes from the Bakery. Delicious! Trade it or add it to soup."
"TID_RESOURCE_FOUNTAIN_BOOST_SHOP_INFO","Boosts your Villagers' walking, construction and resource gathering speed by 300%. 1 drop of Nectar is 1m of boost."
"TID_RESOURCE_FISH_SHOP_INFO","Fresh fish from the Fishing Spot. Use them for bakery and preservery products, trading or making soup."
"TID_RESOURCE_COTTON_SHOP_INFO","Cotton from the Cotton Fields. Use it for clothing and toy making. Tradable."
"TID_RESOURCE_INDIGO_SHOP_INFO","Indigo from the Indigo Fields. Makes for a rich blue dye. Tradable."
"TID_RESOURCE_SUGAR_SHOP_INFO","Sugar from Sugar Fields. Sweetness on demand.  Use it for Bakery products, trading or making soup."
"TID_RESOURCE_SALT_SHOP_INFO","Salt from the Salt Fields. Use it for Bakery and Preservery products, trading or making soup."
"TID_RESOURCE_SUGARAPPLE_SHOP_INFO","Baked Apples from the Bakery. A wholesome Valley treat.  Trade them or add them to soup."
"TID_RESOURCE_HONEYCOOKIE_SHOP_INFO","Honey Cookies from the Bakery. Resistance is futile. Trade them or add them to soup."
"TID_RESOURCE_FISHPIE_SHOP_INFO","Fish Pies from the Bakery. A seaside comfort snack. Trade them or add them to soup."
"TID_RESOURCE_APPLEPIE_SHOP_INFO","Apple Pies from the Bakery. Perfectly spiced. Trade them or add them to soup."
"TID_RESOURCE_CAKEROYALE_SHOP_INFO","Dream Cakes from the Bakery. A notorious Valley treat. Trade them or add them to soup."
"TID_RESOURCE_SALTEDFISH_SHOP_INFO","Salted Fish from the Preservery. A sailor's best friend. Tradable."
"TID_RESOURCE_SALTPOT_SHOP_INFO","Salt Pot from the Preservery. Sometimes you just need a pot of salt. Tradable."
"TID_RESOURCE_HONEYPOT_SHOP_INFO","Honey Pot from the Preservery. Sweet and sticky. Tradable."
"TID_RESOURCE_APPLEJAM_SHOP_INFO","Apple Jam from the Preservery. Slather it on fresh bread!  Tradable."
"TID_RESOURCE_SWEETHERRING_SHOP_INFO","Sweet Herring from the Preservery. Oddly satisfying. Tradable."
"TID_RESOURCE_DYERED_SHOP_INFO","Red Dye from the Dye Maker. Vivid as a rose. Use it to color clothes and toys, or mix new colors. Tradable."
"TID_RESOURCE_DYEYELLOW_SHOP_INFO","Yellow Dye from the Dye Maker. Shines like the sun. Use it to color clothes and toys, or mix new colors. Tradable."
"TID_RESOURCE_DYEBLUE_SHOP_INFO","Blue Dye from the Dye Maker. Serene like the morning sea. Use it to color clothes and toys, or mix new colors. Tradable."
"TID_RESOURCE_DYEGREEN_SHOP_INFO","Green Dye from the Dye Maker. The most relaxing hue around. Use it to color clothes and toys. Tradable."
"TID_RESOURCE_DYEORANGE_SHOP_INFO","Orange Dye from the Dye Maker. Shines like a summer sunset. Use it to color clothes and toys. Tradable."
"TID_RESOURCE_DYEPURPLE_SHOP_INFO","Purple Dye from the Dye Maker. So vibrant it's impossible to miss. Use it to color clothes and toys. Tradable."
"TID_RESOURCE_DYERAINBOW_SHOP_INFO","Rainbow Dye from the Dye Maker. An explosion of color! Use it to color clothes and toys. Tradable."
"TID_RESOURCE_PLUSHIE_SHOP_INFO","Plush Toys from the Toy Maker. Inspired by earpuffs and oh-so-cuddly. Tradable."
"TID_RESOURCE_RUNEGAME_SHOP_INFO","Rune Game from the Toy Maker. A popular Valley pastime. Tradable."
"TID_RESOURCE_WOODENDUCK_SHOP_INFO","Wooden Ducks from the Toy Maker. Quack to the quack! Tradable."
"TID_RESOURCE_MARBLES_SHOP_INFO","Marbles from the Toy Maker. Old school fun. Tradable."
"TID_RESOURCE_WOODENDOLL_SHOP_INFO","Wooden Dolls from the Toy Maker. Charmingly hand made. Tradable."
"TID_RESOURCE_SOCKS_SHOP_INFO","Socks from the Tailor. A critical part of any wardrobe. Tradable."
"TID_RESOURCE_TROUSERS_SHOP_INFO","Trousers from the Tailor. Perfectly complements your figure. Tradable."
"TID_RESOURCE_HAT_SHOP_INFO","Hat from the Tailor. Durable, but comfy too. Tradable."
"TID_RESOURCE_TUNIC_SHOP_INFO","Tunics from the Tailor. Simple and refined. Tradable."
"TID_RESOURCE_SHIRT_SHOP_INFO","Shirts from the Tailor. Can be dressed up or down. Tradable."
"TID_RESOURCE_DRESS_SHOP_INFO","Dresses from the Tailor. Pretty and dignified. Tradable."
"TID_RESOURCE_JACKET_SHOP_INFO","Jackets from the Tailor. Warm, cozy and ridiculously good looking. Tradable."
"TID_RESOURCE_RAINBOWSUIT_SHOP_INFO","Rainbow Suits from the Tailor. Dazzle the Valley! Tradable."
"TID_RESOURCE_FIGURINE_SHOP_INFO","Figurines from the Figurine Workshop. Expertly carved. Used for crafting and trading."
"TID_RESOURCE_POTTERY_SHOP_INFO","Pottery from the Pottery Workshop. Especially useful for Preservery products. Tradable."
"TID_RESOURCE_STATUETTE_SHOP_INFO","Statuettes from the Statue Workshop. Intricately detailed. Tradable."
"TID_RESOURCE_APPLEJUICE_SHOP_INFO","Apple Juice from the Juice Press. Crisp and refreshing. Used for baking, soup or for trading."
"TID_RESOURCE_FLOUR_SHOP_INFO","Flour from the Windmill. Used for baked goods. Trade it or add it to soup."
"TID_RESOURCE_HONEY_SHOP_INFO","Honey from Beehives. Thanks, bees! Use it for Bakery products, trading or making soup."
"TID_RESOURCE_APPLE_SHOP_INFO","Apples from the Apple Grove. Sweet and juicy.\n Use them for Bakery products, trading or making soup."
,
"TID_STORAGE_SOUP","Soup"
"TID_STORAGE_WOOD","Wood Storage"
"TID_STORAGE_STONE","Stone Storage"
"TID_STORAGE_KITCHEN","Kitchen Pantry"
"TID_STORAGE_WAREHOUSE","Warehouse"
"TID_STORAGE_CLAY","Clay Storage"
"TID_STORAGE_BRICK","Brick Storage"
"TID_STORAGE_TREASURY","Treasury"
,
"TID_EXPERIENCE","XP"
"TID_EXPERIENCE_INFO","XP (Experience Points) from village buildings"
,
"TID_REPUTATION_INFO","Reputation for you"
"TID_NATION_RESEARCH_TOKEN_INFO","Research Tokens for the Valley"
"TID_NATION_RESEARCH_TOKEN","Valley Research Tokens"
,
"TID_PROFESSION_LUMBERJACK","Lumberjack"
"TID_PROFESSION_FARMER","Farmer"
"TID_PROFESSION_STONEMASON","Stonemason"
"TID_PROFESSION_FORAGER","Forager"
"TID_PROFESSION_RESEARCHER","Researcher"
"TID_PROFESSION_SAWYER","Sawyer"
"TID_PROFESSION_CLAYDIGGER","Clay digger"
"TID_PROFESSION_BRICKMAKER","Brick maker"
,
"TID_NONE_VERB","Idling"
"TID_LUMBERJACK_VERB","Cutting trees"
"TID_FARMER_VERB","Farming"
"TID_STONEMASON_VERB","Stone Masoning"
"TID_BUILDER_VERB","Building"
"TID_CONSTRUCTION_VERB","Building"
"TID_RESEARCHER_VERB","Researching"
"TID_NEWBIE_VERB","Newly Idle"
"TID_SAWYER_VERB","Sawing"
"TID_MOVER_VERB","Moving"
"TID_CLAYDIGGER_VERB","Digging clay"
"TID_BRICKMAKER_VERB","Making bricks"
,
"TID_DRAG_BUILDING_FROM_SHOP","Drag the building to place it"
"TID_BUY_BUILDING_FLOATER","-<AMOUNT>"
,
"TID_PREDICTION_UI_ENABLED","Time estimates enabled"
"TID_PREDICTION_UI_DISABLED","Time estimates disabled"
,
"TID_SETTINGS_TITLE","SETTINGS"
"TID_SETTINGS_ON_OFF","<LABEL>: <STATE>"
"TID_SETTINGS_ON","On"
"TID_SETTINGS_OFF","Off"
"TID_SETTINGS_SOUNDS","Sounds"
"TID_SETTINGS_MUSIC","Music"
"TID_SETTINGS_TOS","Terms of Service"
"TID_SETTINGS_PRIVACY","Privacy Policy"
"TID_SETTINGS_FAQ","FAQ"
"TID_SETTINGS_GOOGLE_CONNECTED","Connected"
"TID_SETTINGS_GOOGLE_DISCONNECTED","Disconnected"
"TID_SETTINGS_NOTIF_VALLEY","Valley Notifications"
"TID_SETTINGS_NOTIF_VILLAGE","Village Notifications"
"TID_SETTINGS_ADVISORY","Show Advisory"
,
"TID_TECH_CAT_BUILDINGS","Buildings"
"TID_TECH_CAT_RESOURCES","Resources"
"TID_TECH_CAT_BOOSTS","Boosts"
"TID_TECH_CAT_WORKERS","Villagers"
"TID_TECH_MAX_LEVEL","You have completed researching this Project!"
"TID_TECH_NO_ACTIVE_RESEARCH","Start researching a project in the Research Tree"
"TID_TECH_RESEARCH_CONTEXT","Researching: <TECH_NAME>"
"TID_TECH_RESEARCH_CONTEXT_TIME_EST","Estimated time ~<TIME>"
"TID_TECH_RESEARCH_CONTEXT_NO_WORKER","Add Villager to progress"
,
"TID_TECH_1ST_TRADING_POST_DESC","Lets you trade goods with other villages. "
"TID_TECH_APPLETREEGROVE_COUNT_1","Apple Tree Grove"
"TID_TECH_APPLETREEGROVE_COUNT_1_DESC","Lets you build an Apple Tree Grove that produces delicious apples. "
"TID_TECH_BEEHIVE_COUNT_1","Beehive"
"TID_TECH_BEEHIVE_COUNT_1_DESC","Lets you build a Beehive that produces honey. "
"TID_TECH_BEEHIVE_LEVEL_2","Level Up <BUILDING>"
"TID_TECH_BEEHIVE_LEVEL_2_TO_5_DESC","Lets you increase the Honey storage capacity of your <BUILDING>s."
"TID_TECH_BEEHIVE_LEVEL_3","Level Up <BUILDING>"
"TID_TECH_BEEHIVE_LEVEL_4","Level Up <BUILDING>"
"TID_TECH_BEEHIVE_LEVEL_5","Level Up <BUILDING>"
"TID_TECH_CHICKEN_COOP_COUNT_1","Chicken Coop"
"TID_TECH_CHICKEN_COOP_COUNT_1_DESC","Lets you build a Chicken Coop that produces a steady stream of eggs."
"TID_TECH_CHICKEN_COOP_COUNT_2","Second Chicken Coop"
"TID_TECH_CHICKEN_COOP_COUNT_2_DESC","Lets you build a Chicken Coop. You'll have eggs for days!"
"TID_TECH_CHICKEN_COOP_LEVEL_2_TO_5","Level Up <BUILDING>"
"TID_TECH_CHICKEN_COOP_LEVEL_UPGRADE_DESC","Lets you increase the egg storage capacity of your <BUILDING>s."
"TID_TECH_CLAY","Clay"
"TID_TECH_CLAY_DESC","Lets you use clay as a construction material!\nUnlocks one Clay Storage building."
"TID_TECH_CLAY_PIT","Clay Pit"
"TID_TECH_CLAY_PIT_DESC","Clay Pits produce endless amounts of clay."
"TID_TECH_CLAY_STORAGE","Clay Storage"
"TID_TECH_CLAY_STORAGE_COUNT_2","Second Clay Storage"
"TID_TECH_CLAY_STORAGE_COUNT_2_DESC","Unlocks a new Clay Storage."
"TID_TECH_CLAY_STORAGE_COUNT_3","Third Clay Storage"
"TID_TECH_CLAY_STORAGE_COUNT_3_DESC","Unlocks a new Clay Storage."
"TID_TECH_CLAY_STORAGE_DESC","Storage for clay. Keeps it nice and neat."
"TID_TECH_CLAY_STORAGE_LEVEL_2_TO_10","Level Up <BUILDING>"
"TID_TECH_CLAY_STORAGE_LEVEL_UPGRADE_DESC","Lets you increase the capacity of your <BUILDING>s."
"TID_TECH_EDUCATION","Education"
"TID_TECH_EDUCATION_DESC","Lets your villagers learn skills that make them work faster! Villagers earn skills by studying at the Guilds. "
"TID_TECH_FIGURINEWORKSHOP_COUNT_1","Figurine Workshop"
"TID_TECH_FIGURINEWORKSHOP_COUNT_1_DESC","Craft small, charming Figurines out of Wood."
"TID_TECH_FOUNTAIN_COUNT_1","Nectar Boost"
"TID_TECH_FOUNTAIN_COUNT_1_DESC","Learn how to fix the Nectar Fountain. Use Nectar to Boost villager speed! "
"TID_TECH_HOUSE_COUNT_10","A new Home"
"TID_TECH_HOUSE_COUNT_2","A new Home"
"TID_TECH_HOUSE_COUNT_2_TO_10_DESC","Lets you build a new Home for an additional villager. The more the merrier! "
"TID_TECH_HOUSE_COUNT_3","A New Home"
"TID_TECH_HOUSE_COUNT_4","A New Home"
"TID_TECH_HOUSE_COUNT_5","A New Home"
"TID_TECH_HOUSE_COUNT_6","A New Home"
"TID_TECH_HOUSE_COUNT_7","A New Home"
"TID_TECH_HOUSE_COUNT_8","A New Home"
"TID_TECH_HOUSE_COUNT_9","A New Home"
"TID_TECH_HOUSE_LEVEL_3_TO_10","Level Up <BUILDING>"
"TID_TECH_HOUSE_LEVEL_UPGRADE_DESC","Lets you upgrade your <BUILDING>s by one level. A villagers' skill level can be as high as the level of their home. "
"TID_TECH_JUICEPRESS_COUNT_1","Juice Press"
"TID_TECH_JUICEPRESS_COUNT_1_DESC","Lets you make Apple Juice from Apples."
"TID_TECH_MANAGED_FOREST","Evergrove"
"TID_TECH_MANAGED_FOREST_DESC","Evergroves produce endless amounts of wood."
"TID_TECH_NATION","Join the Valley!"
"TID_TECH_NATION_DESC","Build and trade with other Explorers in a growing city hub! "
"TID_TECH_POTTERYWORKSHOP_COUNT_1","Pottery Workshop"
"TID_TECH_POTTERYWORKSHOP_COUNT_1_DESC","Craft pretty pottery out of Clay."
"TID_TECH_PUMPKIN_FIELD_1_DESC","Unlocks a Pumpkin Patch. Harvest pumpkins to make soup at the kitchen and feed hungry villagers. "
"TID_TECH_PUMPKIN_FIELD_2_DESC","Unlocks a new Pumpkin Patch."
"TID_TECH_PUMPKIN_FIELD_3_DESC","Unlocks a new Pumpkin Patch."
"TID_TECH_PUMPKIN_FIELD_COUNT_1","Second Pumpkin Patch"
"TID_TECH_PUMPKIN_FIELD_COUNT_2","Third Pumpkin Patch"
"TID_TECH_PUMPKIN_FIELD_COUNT_3","Fourth Pumpkin Patch"
"TID_TECH_SAWMILL","Sawmill"
"TID_TECH_SAWMILL_2","Second Sawmill"
"TID_TECH_SAWMILL_2_DESC","Unlocks a second Sawmill."
"TID_TECH_SAWMILL_DESC","Unlocks Sawmill that produces planks from wood.\nAlso stores planks."
"TID_TECH_SAWMILL_LEVEL_2_TO_5","Level Up <BUILDING>"
"TID_TECH_SAWMILL_LEVEL_UPGRADE_DESC","Lets you increase the Plank storage capacity of your <BUILDING>s."
"TID_TECH_STATUEWORKSHOP_COUNT_1","Statue Workshop"
"TID_TECH_STATUEWORKSHOP_COUNT_1_DESC","Craft pretty Statuettes out of stone."
"TID_TECH_STONE","Stone"
"TID_TECH_STONE_DESC","Access to Stone as a construction material.\nUnlocks one Stone Storage building."
"TID_TECH_STONE_MINE","Stone Mine"
"TID_TECH_STONE_MINE_DESC","Stone Mines produce endless amounts of stone."
"TID_TECH_STONE_STORAGE_COUNT_1","Stone Storage"
"TID_TECH_STONE_STORAGE_COUNT_1_DESC","Storage for stone. Keeps it nice and neat. "
"TID_TECH_STONE_STORAGE_COUNT_2","Second Stone Storage"
"TID_TECH_STONE_STORAGE_COUNT_2_DESC","Unlocks a new Stone Storage."
"TID_TECH_STONE_STORAGE_LEVEL_2_TO_6","Level Up <BUILDING>"
"TID_TECH_STONE_STORAGE_LEVEL_UPGRADE_DESC","Lets you increase the capacity of your <BUILDING>s."
"TID_TECH_VILLAGE_KITCHEN_LEVEL_3_TO_12","Level Up <BUILDING>"
"TID_TECH_VILLAGE_KITCHEN_LEVEL_UPGRADE_DESC","Lets you increase the storage capacity of your <BUILDING>."
"TID_TECH_TRADING_POST_1","Trading Post"
"TID_TECH_TRADING_POST_1_DESC","Unlocks the Trading Post."
"TID_TECH_TRADING_POST_LEVEL_2_TO_5","Level Up <BUILDING>"
"TID_TECH_TRADING_POST_LEVEL_UPGRADE_DESC","Lets you upgrade your <BUILDING> by one level."
"TID_TECH_TREASURY_COUNT_1","Treasury"
"TID_TECH_TREASURY_COUNT_1_DESC","Unlocks the <BUILDING>, which stores large amounts of coins."
"TID_TECH_TREASURY_LEVEL_2_TO_10","Level Up <BUILDING>"
"TID_TECH_TREASURY_LEVEL_2_TO_10_DESC","Lets you increase the coin storage capacity of your <BUILDING>."
"TID_TECH_WAREHOUSE_COUNT_1","Warehouse"
"TID_TECH_WAREHOUSE_COUNT_1_DESC","Storage for Potion Ingredients, crafted items and raw materials produced in the Valley."
"TID_TECH_WAREHOUSE_LEVEL_2_TO_10","Level Up <BUILDING>"
"TID_TECH_WAREHOUSE_LEVEL_2_TO_10_DESC","Lets you increase the storage capacity of your <BUILDING>."
"TID_TECH_WINDMILL_COUNT_1","Windmill"
"TID_TECH_WINDMILL_COUNT_1_DESC","Grind flour from wheat. Flour power!"
"TID_TECH_BRICK_YARD","Brickyard"
"TID_TECH_BRICK_YARD_DESC","Unlocks a Brickyard that produces bricks from clay.\nAlso stores bricks."
"TID_TECH_BRICK_YARD_LEVEL_2_TO_5","Level Up <BUILDING>"
"TID_TECH_BRICK_YARD_LEVEL_UPGRADE_DESC","Lets you increase the brick storage capacity of your <BUILDING>."
"TID_TECH_WOOD_STORAGE_COUNT_2","Second Wood Storage"
"TID_TECH_WOOD_STORAGE_COUNT_2_DESC","Unlocks a new Wood Storage."
"TID_TECH_WOOD_STORAGE_COUNT_3","Third Wood Storage"
"TID_TECH_WOOD_STORAGE_COUNT_3_DESC","Unlocks a new Wood Storage."
"TID_TECH_WOOD_STORAGE_LEVEL_3_TO_10","Level Up <BUILDING>"
"TID_TECH_WOOD_STORAGE_LEVEL_3_TO_10_DESC","Lets you increase the capacity of your <BUILDING>s."
"TID_TECH_TRADE_RELATIONS","Trade Relations"
"TID_TECH_TRADE_RELATIONS_DESC","Unlocks premium dock and control over who sends their ships to your docks"
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
"TID_TECH_ITEM_POTION_NO_FOOD","Broth of Fullness"
"TID_TECH_ITEM_POTION_SPEED_BRICKMAKER_LEVEL_1","Brick Workers' Mixture"
"TID_TECH_ITEM_POTION_SPEED_BRICKMAKER_LEVEL_2","Brick Workers' Brew"
"TID_TECH_ITEM_POTION_SPEED_BRICKMAKER_LEVEL_3","Brick Workers' Tonic"
"TID_TECH_ITEM_POTION_SPEED_CLAYDIGGER_LEVEL_1","Clay Diggers' Mixture"
"TID_TECH_ITEM_POTION_SPEED_CLAYDIGGER_LEVEL_2","Clay Diggers' Brew"
"TID_TECH_ITEM_POTION_SPEED_CLAYDIGGER_LEVEL_3","Clay Diggers' Tonic"
"TID_TECH_ITEM_POTION_SPEED_FARMER_LEVEL_1","Farmers' Mixture"
"TID_TECH_ITEM_POTION_SPEED_FARMER_LEVEL_2","Farmers' Brew"
"TID_TECH_ITEM_POTION_SPEED_FARMER_LEVEL_3","Farmers' Tonic"
"TID_TECH_ITEM_POTION_SPEED_LUMBERJACK_LEVEL_1","Woodcutters' Mixture"
"TID_TECH_ITEM_POTION_SPEED_LUMBERJACK_LEVEL_2","Woodcutters' Brew"
"TID_TECH_ITEM_POTION_SPEED_LUMBERJACK_LEVEL_3","Woodcutters' Tonic"
"TID_TECH_ITEM_POTION_SPEED_RESEARCHER_LEVEL_1","Researchers' Mixture"
"TID_TECH_ITEM_POTION_SPEED_RESEARCHER_LEVEL_2","Researchers' Brew"
"TID_TECH_ITEM_POTION_SPEED_RESEARCHER_LEVEL_3","Researchers' Tonic"
"TID_TECH_ITEM_POTION_SPEED_SAWYER_LEVEL_1","Sawyers' Mixture"
"TID_TECH_ITEM_POTION_SPEED_SAWYER_LEVEL_2","Sawyers' Brew"
"TID_TECH_ITEM_POTION_SPEED_SAWYER_LEVEL_3","Sawyers' Tonic"
"TID_TECH_ITEM_POTION_SPEED_STONEMASON_LEVEL_1","Stonemasons' Mixture"
"TID_TECH_ITEM_POTION_SPEED_STONEMASON_LEVEL_2","Stonemasons' Brew"
"TID_TECH_ITEM_POTION_SPEED_STONEMASON_LEVEL_3","Stonemasons' Tonic"
,
"TID_TECH_ITEM_POTION_NO_FOOD_DESC","Work without having to eat for <DURATION>. Great for getting a lot done in a short time! "
"TID_TECH_ITEM_POTION_SPEED_BRICKMAKER_LEVEL_1_DESC","Speeds up walking and brickmaking by <BOOST>% for <DURATION>. The first one is free!"
"TID_TECH_ITEM_POTION_SPEED_BRICKMAKER_LEVEL_2_DESC","Speeds up walking and brickmaking by <BOOST>% for <DURATION>. The first one is free!"
