"Name","TID","NPC","Cart","Scale","CollisionShape","SpawnToBuilding","SpawnToObstacle","SpawnToNation","MaxCompletions","CooldownSeconds","MinNationLevel","MaxNationLevel","BuildingNeeded","BuildingLevelNeeded","TechNeeded","OtherChallengeNeeded","OtherChallengeStagesCompleteNeeded","Stage","AvailableTID","AvailableSCW","AvailableIconSWF","AvailableIconExportName","AvailableSeconds","AvailableBGExportName","ActiveTID","ActiveSCW","ActiveIconSWF","ActiveIconExportName","ActiveSeconds","ActiveBGExportName","TaskCount","CoinTaskMinPercentage","CoinTaskMaxPercentage","RequiredAmountPercentage","CoinRewardSizePercentage","KnowledgeRewardSizePercentage","ReputationRewardSizePercentage","ResourceOrTag1","ResourceOrTag2","ResourceOrTag3","WorkerJobSeconds","WorkerJobTID","WorkerJobBGExportName","WorkerJobProfession","WorkerJobRewardData1","WorkerJobRewardAmount1","WorkerJobRewardData2","WorkerJobRewardAmount2","WorkerJobRewardReputation","WorkerJobRewardNationKnowledge","WinTID","WinSCW","WinIconSWF","WinIconExportName","WinBGExportName","LoseTID","LoseSCW","LoseIconSWF","LoseIconExportName","LoseBGExportName","ReviewSeconds","RewardPerk","RewardPerkSeconds","RewardNationKnowledge"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14400,"TID_CHALLENGE019_FOODFIGHT_STAGE2_JOB_10","bg_image_valley_background",,"Coins",139,,,10,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7200,"TID_CHALLENGE019_FOODFIGHT_STAGE2_JOB_11","bg_image_valley_background",,"Coins",70,,,5,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7200,"TID_CHALLENGE019_FOODFIGHT_STAGE2_JOB_12","bg_image_valley_background",,"Coins",70,,,5,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10800,"TID_CHALLENGE019_FOODFIGHT_STAGE2_JOB_13","bg_image_valley_background",,"Coins",105,,,8,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14400,"TID_CHALLENGE019_FOODFIGHT_STAGE2_JOB_14","bg_image_valley_background",,"Coins",139,,,10,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10800,"TID_CHALLENGE019_FOODFIGHT_STAGE2_JOB_15","bg_image_valley_background",,"Coins",105,,,8,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,3,,,,,,,"TID_CHALLENGE019_FOODFIGHT_STAGE3","sc3d/valley_event_food_fight.glb#stage3","sc/npc_characters.sc","emote_baker_idle",86400,"bg_image_valley_event_food_fight",,,,,,,,,,,21600,"TID_CHALLENGE019_FOODFIGHT_STAGE3_JOB_01","bg_image_valley_background",,"Coins",209,,,15,,,,,,,"TID_CHALLENGE019_FOODFIGHT_LOSE_STAGE3","sc3d/valley_event_food_fight.glb#stage3","sc/npc_characters.sc","emote_baker_wave","bg_image_valley_event_food_fight",,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18000,"TID_CHALLENGE019_FOODFIGHT_STAGE3_JOB_02","bg_image_valley_background",,"Coins",174,,,13,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21600,"TID_CHALLENGE019_FOODFIGHT_STAGE3_JOB_03","bg_image_valley_background",,"Coins",209,,,15,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14400,"TID_CHALLENGE019_FOODFIGHT_STAGE3_JOB_04","bg_image_valley_background",,"Coins",139,,,10,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21600,"TID_CHALLENGE019_FOODFIGHT_STAGE3_JOB_05","bg_image_valley_background",,"Coins",209,,,15,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25200,"TID_CHALLENGE019_FOODFIGHT_STAGE3_JOB_06","bg_image_valley_background",,"Coins",244,,,18,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21600,"TID_CHALLENGE019_FOODFIGHT_STAGE3_JOB_07","bg_image_valley_background",,"Coins",209,,,15,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10800,"TID_CHALLENGE019_FOODFIGHT_STAGE3_JOB_08","bg_image_valley_background",,"Coins",105,,,8,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10800,"TID_CHALLENGE019_FOODFIGHT_STAGE3_JOB_09","bg_image_valley_background",,"Coins",105,,,8,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10800,"TID_CHALLENGE019_FOODFIGHT_STAGE3_JOB_10","bg_image_valley_background",,"Coins",105,,,8,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7200,"TID_CHALLENGE019_FOODFIGHT_STAGE3_JOB_11","bg_image_valley_background",,"Coins",70,,,5,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7200,"TID_CHALLENGE019_FOODFIGHT_STAGE3_JOB_12","bg_image_valley_background",,"Coins",70,,,5,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14400,"TID_CHALLENGE019_FOODFIGHT_STAGE3_JOB_13","bg_image_valley_background",,"Coins",139,,,10,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14400,"TID_CHALLENGE019_FOODFIGHT_STAGE3_JOB_14","bg_image_valley_background",,"Coins",139,,,10,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21600,"TID_CHALLENGE019_FOODFIGHT_STAGE3_JOB_15","bg_image_valley_background",,"Coins",209,,,15,,,,,,,,,,,,,,,
"Challenge020_HotAirBalloon","TID_CHALLENGE020_HOTAIRBALLOON_TITLE","Builder","ChallengeCart",100,"Academy",,,"ChallengeSiteDesert1",,1209600,6,,"NationTailor",3,,,,1,"TID_CHALLENGE020_HOTAIRBALLOON_INTRO","sc3d/valley_event_hot_air_balloon.glb#stage1","sc/npc_characters.sc","emote_builder_wave",259200,"bg_image_valley_event_hot_airballoon","TID_CHALLENGE020_HOTAIRBALLOON_STAGE1","sc3d/valley_event_hot_air_balloon.glb#stage1","sc/npc_characters.sc","emote_builder_idle",86400,"bg_image_valley_event_hot_airballoon",,,,,,,,,,,28800,"TID_CHALLENGE020_HOTAIRBALLOON_STAGE1_JOB_01","bg_image_village_library","Researcher","Coins",279,,,20,,"TID_CHALLENGE020_HOTAIRBALLOON_WIN","sc3d/valley_event_hot_air_balloon.glb#stage4","sc/npc_characters.sc","emote_builder_wave","bg_image_valley_event_hot_airballoon","TID_CHALLENGE020_HOTAIRBALLOON_LOSE_STAGE1","sc3d/valley_event_hot_air_balloon.glb#stage1","sc/npc_characters.sc","emote_builder_wave","bg_image_valley_event_hot_airballoon",86400,,,1000
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36000,"TID_CHALLENGE020_HOTAIRBALLOON_STAGE1_JOB_02","bg_image_village_library","Researcher","Coins",349,,,26,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28800,"TID_CHALLENGE020_HOTAIRBALLOON_STAGE1_JOB_03","bg_image_village_library","Researcher","Coins",279,,,20,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36000,"TID_CHALLENGE020_HOTAIRBALLOON_STAGE1_JOB_04","bg_image_village_library","Researcher","Coins",349,,,26,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43200,"TID_CHALLENGE020_HOTAIRBALLOON_STAGE1_JOB_05","bg_image_village_library","Researcher","Coins",418,,,31,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14400,"TID_CHALLENGE020_HOTAIRBALLOON_STAGE1_JOB_06","bg_image_village_library","Researcher","Coins",139,,,10,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28800,"TID_CHALLENGE020_HOTAIRBALLOON_STAGE1_JOB_07","bg_image_village_library","Researcher","Coins",279,,,20,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21600,"TID_CHALLENGE020_HOTAIRBALLOON_STAGE1_JOB_08","bg_image_village_library","Researcher","Coins",209,,,15,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21600,"TID_CHALLENGE020_HOTAIRBALLOON_STAGE1_JOB_09","bg_image_village_library","Researcher","Coins",209,,,15,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2,,,,,,,"TID_CHALLENGE020_HOTAIRBALLOON_STAGE2","sc3d/valley_event_hot_air_balloon.glb#stage2","sc/npc_characters.sc","emote_builder_idle",86400,"bg_image_valley_event_hot_airballoon",30,100,100,80,100,100,100,"ConstructionAny","ClothesProdArea","ClothesCrafted",,,,,,,,,,,,,,,,"TID_CHALLENGE020_HOTAIRBALLOON_LOSE_STAGE2","sc3d/valley_event_hot_air_balloon.glb#stage2","sc/npc_characters.sc","emote_builder_wave","bg_image_valley_event_hot_airballoon",,,,
,,,,,,,,,,,,,,,,,,3,,,,,,,"TID_CHALLENGE020_HOTAIRBALLOON_STAGE3","sc3d/valley_event_hot_air_balloon.glb#stage3","sc/npc_characters.sc","emote_builder_idle",86400,"bg_image_valley_event_hot_airballoon",,,,,,,,,,,28800,"TID_CHALLENGE020_HOTAIRBALLOON_STAGE3_JOB_01","bg_image_village_library","Researcher","Coins",279,,,20,,,,,,,"TID_CHALLENGE020_HOTAIRBALLOON_LOSE_STAGE3","sc3d/valley_event_hot_air_balloon.glb#stage3","sc/npc_characters.sc","emote_builder_wave","bg_image_valley_event_hot_airballoon",,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43200,"TID_CHALLENGE020_HOTAIRBALLOON_STAGE3_JOB_02","bg_image_village_library","Researcher","Coins",418,,,31,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50400,"TID_CHALLENGE020_HOTAIRBALLOON_STAGE3_JOB_03","bg_image_village_library","Researcher","Coins",488,,,36,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28800,"TID_CHALLENGE020_HOTAIRBALLOON_STAGE3_JOB_04","bg_image_valley_construction","Builder","Coins",279,,,20,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14400,"TID_CHALLENGE020_HOTAIRBALLOON_STAGE3_JOB_05","bg_image_village_library","Researcher","Coins",139,,,10,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28800,"TID_CHALLENGE020_HOTAIRBALLOON_STAGE3_JOB_06","bg_image_village_resource_clay","Claydigger","Coins",279,,,20,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21600,"TID_CHALLENGE020_HOTAIRBALLOON_STAGE3_JOB_07","bg_image_village_library","Researcher","Coins",209,,,15,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28800,"TID_CHALLENGE020_HOTAIRBALLOON_STAGE3_JOB_08","bg_image_village_library","Researcher","Coins",279,,,20,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21600,"TID_CHALLENGE020_HOTAIRBALLOON_STAGE3_JOB_09","bg_image_village_library","Researcher","Coins",209,,,15,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28800,"TID_CHALLENGE020_HOTAIRBALLOON_STAGE3_JOB_10","bg_image_village_resource_clay","Claydigger","Coins",279,,,20,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28800,"TID_CHALLENGE020_HOTAIRBALLOON_STAGE3_JOB_11","bg_image_valley_construction","Builder","Coins",279,,,20,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21600,"TID_CHALLENGE020_HOTAIRBALLOON_STAGE3_JOB_12","bg_image_village_resource_clay","Claydigger","Coins",209,,,15,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18000,"TID_CHALLENGE020_HOTAIRBALLOON_STAGE3_JOB_13","bg_image_village_resource_clay","Claydigger","Coins",174,,,13,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36000,"TID_CHALLENGE020_HOTAIRBALLOON_STAGE3_JOB_14","bg_image_village_library","Researcher","Coins",349,,,26,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28800,"TID_CHALLENGE020_HOTAIRBALLOON_STAGE3_JOB_15","bg_image_valley_construction","Builder","Coins",279,,,20,,,,,,,,,,,,,,,
"Challenge021_CloudFlowerJourney","TID_CHALLENGE021_CLOUDFLOWERJOURNEY_TITLE","PotionMaker","ChallengeCart",100,"Academy",,,"ChallengeSiteMountain4",,1209600,6,,"NationPotionMaker",2,,,,1,"TID_CHALLENGE021_CLOUDFLOWERJOURNEY_INTRO","sc3d/valley_event_cloud_flower_journey.glb#stage1","sc/npc_characters.sc","emote_potion_maker_wave",259200,"bg_image_valley_event_cloud_flower_journey","TID_CHALLENGE021_CLOUDFLOWERJOURNEY_STAGE1","sc3d/valley_event_cloud_flower_journey.glb#stage1","sc/npc_characters.sc","emote_potion_maker_idle",86400,"bg_image_valley_event_cloud_flower_journey",27,100,100,80,100,100,100,"FoodCrafted","ClothesCrafted","Apple",,,,,,,,,,,"TID_CHALLENGE021_CLOUDFLOWERJOURNEY_WIN","sc3d/valley_event_cloud_flower_journey.glb#stage4","sc/npc_characters.sc","emote_potion_maker_wave","bg_image_valley_event_cloud_flower_journey","TID_CHALLENGE021_CLOUDFLOWERJOURNEY_LOSE_STAGE1","sc3d/valley_event_cloud_flower_journey.glb#stage1","sc/npc_characters.sc","emote_potion_maker_wave","bg_image_valley_event_cloud_flower_journey",86400,,,1100
,,,,,,,,,,,,,,,,,,2,,,,,,,"TID_CHALLENGE021_CLOUDFLOWERJOURNEY_STAGE2","sc3d/valley_event_cloud_flower_journey.glb#stage2","sc/npc_characters.sc","emote_potion_maker_idle",86400,"bg_image_valley_event_cloud_flower_journey",,,,,,,,,,,3600,"TID_CHALLENGE021_CLOUDFLOWERJOURNEY_STAGE2_JOB_01","bg_image_village_library","Researcher","Coins",35,,,3,,,,,,,"TID_CHALLENGE021_CLOUDFLOWERJOURNEY_LOSE_STAGE2","sc3d/valley_event_cloud_flower_journey.glb#stage2","sc/npc_characters.sc","emote_potion_maker_wave","bg_image_valley_event_cloud_flower_journey",,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7200,"TID_CHALLENGE021_CLOUDFLOWERJOURNEY_STAGE2_JOB_02","bg_image_village_library","Researcher","Coins",70,,,5,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10800,"TID_CHALLENGE021_CLOUDFLOWERJOURNEY_STAGE2_JOB_03","bg_image_village_library","Researcher","Coins",105,,,8,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14400,"TID_CHALLENGE021_CLOUDFLOWERJOURNEY_STAGE2_JOB_04","bg_image_village_library","Researcher","Coins",139,,,10,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18000,"TID_CHALLENGE021_CLOUDFLOWERJOURNEY_STAGE2_JOB_05","bg_image_village_library","Researcher","Coins",174,,,13,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21600,"TID_CHALLENGE021_CLOUDFLOWERJOURNEY_STAGE2_JOB_06","bg_image_village_library","Researcher","Coins",209,,,15,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25200,"TID_CHALLENGE021_CLOUDFLOWERJOURNEY_STAGE2_JOB_07","bg_image_village_library","Researcher","Coins",244,,,18,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28800,"TID_CHALLENGE021_CLOUDFLOWERJOURNEY_STAGE2_JOB_08","bg_image_village_library","Researcher","Coins",279,,,20,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32400,"TID_CHALLENGE021_CLOUDFLOWERJOURNEY_STAGE2_JOB_09","bg_image_village_library","Researcher","Coins",314,,,23,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36000,"TID_CHALLENGE021_CLOUDFLOWERJOURNEY_STAGE2_JOB_10","bg_image_village_library","Researcher","Coins",349,,,26,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39600,"TID_CHALLENGE021_CLOUDFLOWERJOURNEY_STAGE2_JOB_11","bg_image_village_library","Researcher","Coins",384,,,28,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43200,"TID_CHALLENGE021_CLOUDFLOWERJOURNEY_STAGE2_JOB_12","bg_image_village_library","Researcher","Coins",418,,,31,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,3,,,,,,,"TID_CHALLENGE021_CLOUDFLOWERJOURNEY_STAGE3","sc3d/valley_event_cloud_flower_journey.glb#stage3","sc/npc_characters.sc","emote_potion_maker_idle",86400,"bg_image_valley_event_cloud_flower_journey",,,,,,,,,,,7200,"TID_CHALLENGE021_CLOUDFLOWERJOURNEY_STAGE3_JOB_01","bg_image_village_library","Researcher","Coins",70,,,5,,,,,,,"TID_CHALLENGE021_CLOUDFLOWERJOURNEY_LOSE_STAGE3","sc3d/valley_event_cloud_flower_journey.glb#stage3","sc/npc_characters.sc","emote_potion_maker_wave","bg_image_valley_event_cloud_flower_journey",,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14400,"TID_CHALLENGE021_CLOUDFLOWERJOURNEY_STAGE3_JOB_02","bg_image_village_library","Researcher","Coins",139,,,10,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21600,"TID_CHALLENGE021_CLOUDFLOWERJOURNEY_STAGE3_JOB_03","bg_image_village_library","Researcher","Coins",209,,,15,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28800,"TID_CHALLENGE021_CLOUDFLOWERJOURNEY_STAGE3_JOB_04","bg_image_village_library","Researcher","Coins",279,,,20,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36000,"TID_CHALLENGE021_CLOUDFLOWERJOURNEY_STAGE3_JOB_05","bg_image_village_library","Researcher","Coins",349,,,26,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43200,"TID_CHALLENGE021_CLOUDFLOWERJOURNEY_STAGE3_JOB_06","bg_image_village_library","Researcher","Coins",418,,,31,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50400,"TID_CHALLENGE021_CLOUDFLOWERJOURNEY_STAGE3_JOB_07","bg_image_village_library","Researcher","Coins",488,,,36,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57600,"TID_CHALLENGE021_CLOUDFLOWERJOURNEY_STAGE3_JOB_08","bg_image_village_library","Researcher","Coins",558,,,41,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64800,"TID_CHALLENGE021_CLOUDFLOWERJOURNEY_STAGE3_JOB_09","bg_image_village_library","Researcher","Coins",628,,,46,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72000,"TID_CHALLENGE021_CLOUDFLOWERJOURNEY_STAGE3_JOB_10","bg_image_village_library","Researcher","Coins",697,,,51,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79200,"TID_CHALLENGE021_CLOUDFLOWERJOURNEY_STAGE3_JOB_11","bg_image_village_library","Researcher","Coins",767,,,56,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86400,"TID_CHALLENGE021_CLOUDFLOWERJOURNEY_STAGE3_JOB_12","bg_image_village_library","Researcher","Coins",837,,,61,,,,,,,,,,,,,,,
"Challenge022_BayCleanup","TID_CHALLENGE022_BAYCLEANUP_TITLE","HarbourMaster","ChallengeCart",100,"Academy",,,"ChallengeSiteHarbor",,1209600,7,,"NationToyWorkshop",1,,,,1,"TID_CHALLENGE022_BAYCLEANUP_INTRO","sc3d/valley_event_bay_clean_up.glb#stage1","sc/npc_characters.sc","emote_harbor_master_wave",259200,"bg_image_valley_event_bay_cleanup","TID_CHALLENGE022_BAYCLEANUP_STAGE1","sc3d/valley_event_bay_clean_up.glb#stage1","sc/npc_characters.sc","emote_harbor_master_idle",86400,"bg_image_valley_event_bay_cleanup",,,,,,,,,,,28800,"TID_CHALLENGE022_BAYCLEANUP_STAGE1_JOB_01","bg_image_village_library","Researcher","Coins",279,,,20,,"TID_CHALLENGE022_BAYCLEANUP_WIN","sc3d/valley_event_bay_clean_up.glb#stage4","sc/npc_characters.sc","emote_harbor_master_wave","bg_image_valley_event_bay_cleanup","TID_CHALLENGE022_BAYCLEANUP_LOSE_STAGE1","sc3d/valley_event_bay_clean_up.glb#stage1","sc/npc_characters.sc","emote_harbor_master_wave","bg_image_valley_event_bay_cleanup",86400,,,500
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21600,"TID_CHALLENGE022_BAYCLEANUP_STAGE1_JOB_02","bg_image_village_library","Researcher","Coins",209,,,15,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14400,"TID_CHALLENGE022_BAYCLEANUP_STAGE1_JOB_03","bg_image_village_library","Researcher","Coins",139,,,10,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21600,"TID_CHALLENGE022_BAYCLEANUP_STAGE1_JOB_04","bg_image_valley_background",,"HoneyPot",2,"Statuette",7,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14400,"TID_CHALLENGE022_BAYCLEANUP_STAGE1_JOB_05","bg_image_valley_background",,"Wood",27,"Apple",19,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21600,"TID_CHALLENGE022_BAYCLEANUP_STAGE1_JOB_06","bg_image_valley_background",,"HoneyCookie",3,"Figurine",8,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14400,"TID_CHALLENGE022_BAYCLEANUP_STAGE1_JOB_07","bg_image_valley_background",,"AppleJam",1,"Wood",27,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7200,"TID_CHALLENGE022_BAYCLEANUP_STAGE1_JOB_08","bg_image_valley_background",,"Clay",11,"ApplePie",1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10800,"TID_CHALLENGE022_BAYCLEANUP_STAGE1_JOB_09","bg_image_valley_background",,"BerryPie",1,"Coins",105,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21600,"TID_CHALLENGE022_BAYCLEANUP_STAGE1_JOB_10","bg_image_valley_background",,"HoneyPot",2,"Cotton",10,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28800,"TID_CHALLENGE022_BAYCLEANUP_STAGE1_JOB_11","bg_image_valley_background",,"Fish",9,"Stone",44,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7200,"TID_CHALLENGE022_BAYCLEANUP_STAGE1_JOB_12","bg_image_valley_background",,"Coins",70,"Cotton",3,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2,,,,,,,"TID_CHALLENGE022_BAYCLEANUP_STAGE2","sc3d/valley_event_bay_clean_up.glb#stage2","sc/npc_characters.sc","emote_harbor_master_idle",86400,"bg_image_valley_event_bay_cleanup",,,,,,,,,,,36000,"TID_CHALLENGE022_BAYCLEANUP_STAGE2_JOB_01","bg_image_village_library","Researcher","Coins",349,,,26,,,,,,,"TID_CHALLENGE022_BAYCLEANUP_LOSE_STAGE2","sc3d/valley_event_bay_clean_up.glb#stage2","sc/npc_characters.sc","emote_harbor_master_wave","bg_image_valley_event_bay_cleanup",,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21600,"TID_CHALLENGE022_BAYCLEANUP_STAGE2_JOB_02","bg_image_village_library","Researcher","Coins",209,,,15,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28800,"TID_CHALLENGE022_BAYCLEANUP_STAGE2_JOB_03","bg_image_village_library","Researcher","Coins",279,,,20,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18000,"TID_CHALLENGE022_BAYCLEANUP_STAGE2_JOB_04","bg_image_valley_background",,"Statuette",6,"Berry",15,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14400,"TID_CHALLENGE022_BAYCLEANUP_STAGE2_JOB_05","bg_image_valley_background",,"Tunic",1,"Pottery",5,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10800,"TID_CHALLENGE022_BAYCLEANUP_STAGE2_JOB_06","bg_image_valley_background",,"Egg",12,"Clay",17,,,,,,,,,,,,,,,,
